Serial No.,Note,baseline_beat,rubato_beat,pauses_beat,accelerando_beat,ritardando_beat,sine_wave_tempo_beat
37,74,25.5,25.698958333333334,33.0,24.74687307273741,26.253154451774023,30.857589968075963
38,73,26.0,26.141666666666666,33.5,25.2165609266507,26.783467143382765,31.442444583653575
39,71,26.5,26.670833333333334,34.0,25.685061303793503,27.314967579744625,32.01470767817771
40,69,26.75,26.913541666666667,34.25,25.919311492364905,27.580717797925555,32.300839225439766
41,71,27.0,27.16875,34.5,26.153561680936306,27.846468016106485,32.58697077270183
42,71,28.5,28.830208333333335,36.0,27.554537753557035,29.44549366401883,34.25210350474409
43,73,29.0,29.2625,36.5,28.02003812456083,29.979994061152624,34.78940744253719
44,66,29.5,29.689583333333335,37.0,28.485538495564626,30.514494458286418,35.32671138033029
45,69,30.0,30.122916666666665,37.5,28.9498261386865,31.05020741567873,35.84905819855402
46,68,30.5,30.586458333333333,38.0,29.413826227774518,31.586207887359144,36.36785848327162
47,66,31.0,31.071875,38.5,29.877313798275694,32.12272080806965,36.88023533737737
48,64,32.0,32.14479166666667,41.0,30.8023138676507,33.19772145307004,37.88023533737737
49,69,33.0,33.25729166666667,42.0,31.724498804190738,34.275537973650145,38.84494703494352
50,64,34.5,34.83229166666667,43.5,33.103883641093674,35.89615440296027,40.24394715526982
51,64,35.0,35.280208333333334,44.0,33.56196804526437,36.43807016526504,40.689736574448425
52,66,35.5,35.74583333333333,44.5,34.01996806908038,36.98007029751307,41.1345182622526
53,67,36.0,36.251041666666666,46.5,34.47725250662554,37.52278604845334,41.57116831796181
54,71,37.5,37.81458333333333,48.0,35.84523713189845,39.154802025908744,42.838309520959335
55,69,38.0,38.248958333333334,48.5,36.300237172848455,39.69980214035877,43.25014196116538
56,64,38.75,38.896875,49.25,36.981171923904334,40.518867869483856,43.85274111704516
57,67,39.0,39.15625,49.5,37.20792209510071,40.7921178943496,44.05140008951739
58,64,40.5,40.86666666666667,51.0,38.565304246812545,42.434737638111756,45.21654354440959
59,67,41.0,41.33125,51.5,39.016385833197816,42.98365660450222,45.59418489882415
60,69,41.5,41.84791666666667,52.0,39.466886203959625,43.53315666934323,45.9675357149317
61,71,42.0,42.371875,52.5,39.91716781452307,44.08287547617463,46.339563144426144
62,74,43.5,43.79270833333333,54.0,41.263149881231435,45.736894404917145,47.42768197680448
63,72,44.0,44.25,56.0,41.7106500557565,46.28939463420474,47.78502366907468
64,69,44.5,44.82083333333333,56.5,42.1578314629082,46.84221357465762,48.1413698768489
65,71,45.0,45.291666666666664,57.0,42.603831555676216,47.396213621193624,48.494026936196846
66,67,46.5,47.00625,58.5,43.939213192854865,49.060832439255634,49.5478762207539
67,71,47.0,47.494791666666664,59.0,44.38329144829321,49.61675433015416,49.89817229099246
68,74,47.5,47.994791666666664,59.5,44.826291515629215,50.173754372486165,50.24846836123103
69,76,48.0,48.44895833333333,61.5,45.269291582965224,50.730754414818165,50.5987644314696
70,74,48.75,49.153125,62.25,45.93182014645595,51.56822641880938,51.12731225376083
71,73,49.0,49.39375,62.5,46.15257030848657,51.847476464885645,51.3036407834348
72,73,50.0,50.45520833333333,63.5,47.03354897692835,52.966498520750115,52.01526939692382
73,71,50.75,51.22604166666667,64.25,47.69297750297219,53.807070724405065,52.55392570307498
74,69,51.0,51.467708333333334,64.5,47.912227667409816,54.08782102396563,52.736063785598105
75,69,52.5,52.764583333333334,66.0,49.2256067242812,55.774444267734374,53.84172913088397
76,74,53.0,53.21458333333333,66.5,49.66260701444939,56.33744456387253,54.21507994699152
77,71,53.5,53.759375,67.0,50.09818537954809,56.90186681227783,54.598926434764074
78,69,54.0,54.2,67.5,50.533685616895724,57.46636718992858,54.983349607792945
79,71,54.75,54.880208333333336,68.25,51.185461010949105,58.314592527529236,55.572664226386564
80,66,55.0,55.15625,68.5,51.402461148961194,58.597592599977254,55.77132319885879
81,64,56.0,56.07604166666667,71.0,52.26893655889313,59.731117918430705,56.58071549226365
82,62,57.0,57.20625,72.0,53.13311192142449,60.86694339097642,57.41312800089371
83,81,58.0,58.075,73.0,53.99498750725955,62.00506917337896,58.27002281088038
84,69,59.5,59.780208333333334,74.5,55.282562886013665,63.71749481980611,59.615415596027354
85,67,60.0,60.24583333333333,76.5,55.71056299558169,64.28949539180668,60.07811250826578
86,66,60.5,60.697916666666664,77.0,56.13833814015045,64.86172093538589,60.543584952730335
87,71,61.0,61.18333333333333,77.5,56.56483848305673,65.43522131791063,61.02478541314293
88,73,62.0,62.16979166666667,78.5,57.4168140797584,66.58324691979742,62.00003268601952
89,76,62.75,62.920833333333334,79.25,58.05431439850856,67.44574713542247,62.75003268601952
90,76,63.0,63.15416666666667,79.5,58.266486375981565,67.73357540098309,63.0041452483015
91,74,63.5,63.60208333333333,80.0,58.68998657121515,68.31007585872446,63.52294553301909
92,73,64.0,64.13645833333334,80.5,59.113486766448744,68.88657631646582,64.04174581773668
93,71,64.5,64.58645833333334,82.5,59.53585872285784,69.46420500877916,64.57446239153815
94,69,65.0,65.07291666666667,83.0,59.957858766745844,70.04220561221179,65.11176632933125
95,67,65.75,65.85,83.75,60.589680851452144,70.91038457440793,65.93179280679509
96,69,66.0,66.09583333333333,84.0,60.799930964987205,71.20013483286515,66.20940216822693
97,62,67.0,67.009375,85.0,61.63970322965574,72.36036367787995,67.33379469325128
98,66,68.0,67.9,87.5,62.47717544610134,73.52289204667629,68.48392079561016
99,69,68.5,68.37708333333333,88.0,62.894675721651524,74.1053921136638,69.07208896935974
100,71,69.0,68.84166666666667,88.5,63.312175997201706,74.6878921806513,69.66025714310933
101,74,70.5,70.30729166666667,90.0,64.5597168087032,76.44035248657107,71.4720683984181
102,71,71.0,70.86770833333334,90.5,64.97421702092731,77.02585314818681,72.0876454526603
103,69,71.5,71.35520833333334,91.0,65.38871723315143,77.61135380980257,72.70322250690248
104,67,71.75,71.58854166666667,91.25,65.59528610954749,77.90478532686393,73.0160398402998
105,69,72.0,71.81354166666667,93.0,65.80178623799057,78.19828558749215,73.32936466790848
106,71,74.0,73.54375,95.0,67.45002482015076,80.55005003323127,75.85868185903571
107,69,74.5,74.05104166666666,95.5,67.86002488575078,81.14005046983159,76.5013405121774
108,67,74.75,74.290625,95.75,68.06502491855078,81.43505068813175,76.82266983874825
109,69,75.0,74.56458333333333,96.0,68.27002495135078,81.73005090643191,77.14399916531912
110,66,75.5,75.10625,96.5,68.67919376908156,82.3208825595572,77.78925421684707
111,64,76.0,75.56145833333333,98.5,69.08769383852658,82.91238293575144,78.43659810015944
112,62,77.0,76.48333333333333,99.5,69.90306273422108,84.09701477408603,79.73385269996164
113,59,78.0,77.59583333333333,100.5,70.71612859102845,85.28394985268257,81.03326107932654
114,62,79.5,79.103125,102.0,71.93089488133634,87.06918553508999,82.97964454413346
115,66,80.0,79.62916666666666,104.0,72.3348951302005,87.66518565905801,83.62698842744584
116,69,80.5,80.171875,104.5,72.73786083800321,88.26222011374236,84.2711014541197
117,71,81.0,80.60416666666667,105.0,73.14036084605321,88.85972017349236,84.9137601072614
118,74,82.0,81.609375,106.0,73.94352678919671,90.05655506960095,86.19059773644145
119,73,83.0,82.53958333333334,107.0,74.74439284137033,91.25569018213133,87.45518410306892
120,71,83.5,83.02604166666667,107.5,75.14389298678839,91.85619051901202,88.08183375828628
121,69,83.75,83.290625,107.75,75.34364305949741,92.15644068745237,88.39515858589496
122,71,84.0,83.55416666666666,109.5,75.54295875243815,92.45712529790457,88.70527697280458
123,71,85.5,85.00104166666667,111.0,76.73572154533912,94.26436428287602,90.54137026115659
124,73,86.0,85.571875,111.5,77.13222156040612,94.86786458462616,91.1440529222175
125,66,86.5,86.01770833333333,112.0,77.52818415783,95.47190235195836,91.74153455865853
126,69,87.0,86.49166666666666,112.5,77.92318440273016,96.07690255765844,92.32970273240811
127,68,87.75,87.30520833333334,113.25,78.51509717786006,96.98499037448487,93.20572550366919
128,66,88.0,87.52291666666666,115.0,78.71184718258205,97.28824048790041,93.49185705093126
129,64,89.0,88.61666666666666,116.0,79.49820972411236,98.50187847746022,94.62913938202382
130,69,90.0,89.50104166666667,117.0,80.28220984955239,99.71787910005254,95.7395768277512
131,64,91.5,90.859375,118.5,81.45303540867504,101.54705533360595,97.34313746107964
132,64,92.0,91.28645833333333,120.5,81.84203542190104,102.15805578574628,97.86193774579722
133,66,92.5,91.82083333333334,121.0,82.23099793915577,102.76909373653625,98.38026802339688
134,67,93.0,92.33541666666666,121.5,82.61849811353085,103.38159413466151,98.88026802339688
135,71,94.5,94.021875,123.0,83.7786581057696,105.22143562405722,100.35093290849905
136,69,95.0,94.56666666666666,123.5,84.16451769669995,105.83557646685804,100.83039866127031
137,64,95.75,95.28229166666667,124.25,84.74126774860744,106.75882724515846,101.52444402962794
138,67,96.0,95.55520833333334,126.0,84.93351776590995,107.06657750459192,101.75579248574716
139,64,97.5,97.16458333333334,127.5,86.08283659580412,108.91726045064476,103.094084218033
140,67,98.0,97.69166666666666,128.0,86.46433688383685,109.53576078525344,103.52182143681718
141,69,98.5,98.22916666666667,128.5,86.84583717186956,110.15426111986213,103.94955865560134
142,71,99.0,98.76875,129.0,87.22629672998463,110.77380217423128,104.36626193424694
143,74,100.0,99.78645833333333,131.5,87.98595641017806,112.01414367485296,105.18663081469339
144,72,101.0,100.66041666666666,132.5,88.74295696203147,113.25714402910806,105.98126670458228
145,69,101.5,101.11770833333334,133.0,89.12031348281243,113.87978795038609,106.3687523859411
146,71,102.0,101.671875,133.5,89.49731375199063,114.50278811984214,106.75317555896997
147,67,103.5,103.26875,135.0,90.62487078896254,116.3752329067667,107.88102479195804
148,71,104.0,103.803125,137.0,90.99912717520917,117.00097675411267,108.24685120989392
149,74,104.5,104.29270833333334,137.5,91.37312728591321,117.62697678916868,108.61112737494017
150,76,105.0,104.77395833333334,138.0,91.74658369493255,118.2535207753377,108.97288979360509
151,74,106.5,106.48958333333333,139.5,92.86274067900656,120.1373661631712,110.04071822008952
152,73,107.0,107.02604166666667,140.0,93.23374092535073,120.7663666059875,110.39337527943746
153,71,107.75,107.88229166666666,140.75,93.78884756282454,121.71126091281272,110.92016711607859
154,69,108.0,108.12291666666667,142.5,93.97359769565989,122.02651107642755,111.09531515119788
155,69,109.5,109.49270833333334,144.0,95.07915144276392,123.92095866769819,112.14620336191356
156,74,110.0,110.059375,144.5,95.44640472068723,124.55370603187357,112.49767500797951
157,71,110.5,110.61145833333333,145.0,95.81290484969527,125.18720682058206,112.85033206732746
158,69,111.0,111.16770833333334,145.5,96.17935809978587,125.82075447412934,113.20313552145423
159,71,111.5,111.68125,146.0,96.54435810343587,126.45575493767969,113.56047721372444
160,66,112.0,112.16666666666667,148.0,96.90935810708586,127.09075540123003,113.91781890599464
161,64,113.0,113.16979166666667,149.0,97.63701157206734,128.36310368803566,114.64335185106589
162,62,114.0,114.11458333333333,150.0,98.36236502730392,129.6377513138962,115.38186739180277
163,62,115.5,115.64791666666666,151.5,99.44591855481994,131.55419936104073,116.51998162235333
164,66,116.0,116.09479166666667,153.5,99.80616870274683,132.193949953496,116.90655392403478
165,69,116.5,116.60625,154.0,100.16516887291291,132.83495011887405,117.30387186897923
166,71,117.0,117.16041666666666,154.5,100.524169043079,133.4759502842521,117.70118981392368
167,79,118.5,118.51666666666667,156.0,101.59676936804553,135.40335067136766,118.9360439009649
168,79,119.0,119.06041666666667,156.5,101.95276946487756,136.04735109898397,119.36378111974906
169,78,119.5,119.58020833333333,157.0,102.30876956170958,136.69135152660024,119.79151833853324
170,76,119.75,119.85833333333333,157.25,102.48636960009078,137.01375170159966,120.00993213966399
171,78,120.0,120.07708333333333,157.5,102.66361962969154,137.33650184264147,120.23232298356608
